PROJECT	SPECTRA_IN_REL_CLUSTERS	CORRECT_SPECTRA	INCORRECT_SPECTRA	CONTAMINANT_CORRECT_SPECTRA	CONTAMINANT_INCORRECT_SPECTRA
PRD000032;PRIDE_Exp_Complete_Ac_2729.xml	166	NA	166	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2730.xml	200	NA	200	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2731.xml	43	NA	43	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2732.xml	75	1	74	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2733.xml	172	NA	172	NA	13
PRD000032;PRIDE_Exp_Complete_Ac_2734.xml	73	NA	73	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2735.xml	114	4	110	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2736.xml	167	11	156	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2737.xml	104	6	98	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2738.xml	115	8	107	7	1
PRD000032;PRIDE_Exp_Complete_Ac_2739.xml	113	NA	113	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2740.xml	70	NA	70	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2741.xml	146	NA	146	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2742.xml	77	NA	77	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2743.xml	84	8	76	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2744.xml	84	6	78	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2745.xml	89	NA	89	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2746.xml	71	2	69	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2747.xml	62	NA	62	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2748.xml	87	4	83	NA	6
PRD000032;PRIDE_Exp_Complete_Ac_2749.xml	71	NA	71	NA	8
PRD000032;PRIDE_Exp_Complete_Ac_2750.xml	46	NA	46	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2751.xml	78	NA	78	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2752.xml	38	NA	38	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2753.xml	68	NA	68	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2754.xml	66	NA	66	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2755.xml	76	NA	76	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2756.xml	95	6	89	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2757.xml	138	3	135	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2758.xml	86	11	75	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2759.xml	61	NA	61	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2760.xml	64	3	61	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2761.xml	93	NA	93	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2762.xml	77	NA	77	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2763.xml	105	NA	105	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2764.xml	64	8	56	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2765.xml	115	2	113	2	3
PRD000032;PRIDE_Exp_Complete_Ac_2766.xml	60	NA	60	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2767.xml	73	NA	73	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2768.xml	115	NA	115	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2769.xml	80	NA	80	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2770.xml	46	5	41	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2771.xml	55	NA	55	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2772.xml	110	4	106	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2773.xml	62	NA	62	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2774.xml	84	NA	84	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2775.xml	78	NA	78	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2776.xml	112	15	97	15	1
PRD000032;PRIDE_Exp_Complete_Ac_2777.xml	170	NA	170	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2778.xml	47	NA	47	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2779.xml	62	NA	62	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2780.xml	270	4	266	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2781.xml	48	NA	48	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2782.xml	66	NA	66	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2783.xml	66	NA	66	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2784.xml	38	NA	38	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2785.xml	93	NA	93	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2786.xml	47	NA	47	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2787.xml	70	NA	70	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2788.xml	55	NA	55	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2789.xml	56	NA	56	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2790.xml	63	NA	63	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2791.xml	63	NA	63	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2792.xml	52	NA	52	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2793.xml	53	NA	53	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2794.xml	90	NA	90	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2795.xml	53	NA	53	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2796.xml	62	NA	62	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2797.xml	83	NA	83	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2798.xml	59	NA	59	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2799.xml	148	NA	148	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2800.xml	84	NA	84	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2801.xml	63	NA	63	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2802.xml	86	NA	86	NA	6
PRD000032;PRIDE_Exp_Complete_Ac_2803.xml	79	NA	79	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2804.xml	56	NA	56	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2805.xml	44	NA	44	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2806.xml	50	NA	50	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2807.xml	23	NA	23	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2808.xml	70	NA	70	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2809.xml	134	NA	134	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2810.xml	48	NA	48	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2811.xml	57	NA	57	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2812.xml	49	NA	49	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2813.xml	246	10	236	10	2
PRD000032;PRIDE_Exp_Complete_Ac_2814.xml	148	NA	148	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2815.xml	57	NA	57	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2816.xml	102	NA	102	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2817.xml	51	NA	51	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2818.xml	79	NA	79	NA	7
PRD000032;PRIDE_Exp_Complete_Ac_2819.xml	335	NA	335	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2820.xml	47	NA	47	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2821.xml	70	NA	70	NA	6
PRD000032;PRIDE_Exp_Complete_Ac_2822.xml	64	NA	64	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2823.xml	66	NA	66	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2824.xml	115	NA	115	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2825.xml	77	NA	77	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2826.xml	105	4	101	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2827.xml	61	NA	61	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2828.xml	78	NA	78	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2829.xml	61	NA	61	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2830.xml	61	NA	61	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2831.xml	121	NA	121	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2832.xml	83	NA	83	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2833.xml	51	NA	51	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2834.xml	110	NA	110	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2835.xml	77	NA	77	NA	4
PRD000032;PRIDE_Exp_Complete_Ac_2836.xml	67	NA	67	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2837.xml	55	NA	55	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2838.xml	59	NA	59	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2839.xml	69	NA	69	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2840.xml	102	NA	102	NA	3
PRD000032;PRIDE_Exp_Complete_Ac_2841.xml	180	NA	180	NA	7
PRD000032;PRIDE_Exp_Complete_Ac_2842.xml	88	NA	88	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2843.xml	68	NA	68	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2844.xml	255	NA	255	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2845.xml	189	NA	189	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2846.xml	55	NA	55	NA	2
PRD000032;PRIDE_Exp_Complete_Ac_2847.xml	76	NA	76	NA	12
PRD000032;PRIDE_Exp_Complete_Ac_2848.xml	83	NA	83	NA	12
PRD000032;PRIDE_Exp_Complete_Ac_2849.xml	109	NA	109	NA	14
PRD000032;PRIDE_Exp_Complete_Ac_2850.xml	137	NA	137	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2851.xml	92	NA	92	NA	12
PRD000032;PRIDE_Exp_Complete_Ac_2852.xml	94	NA	94	NA	18
PRD000032;PRIDE_Exp_Complete_Ac_2853.xml	104	NA	104	NA	13
PRD000032;PRIDE_Exp_Complete_Ac_2854.xml	143	NA	143	NA	14
PRD000032;PRIDE_Exp_Complete_Ac_2855.xml	89	NA	89	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2856.xml	135	NA	135	NA	15
PRD000032;PRIDE_Exp_Complete_Ac_2857.xml	177	NA	177	NA	20
PRD000032;PRIDE_Exp_Complete_Ac_2858.xml	96	NA	96	NA	16
PRD000032;PRIDE_Exp_Complete_Ac_2859.xml	105	NA	105	NA	19
PRD000032;PRIDE_Exp_Complete_Ac_2860.xml	78	NA	78	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2861.xml	116	NA	116	NA	14
PRD000032;PRIDE_Exp_Complete_Ac_2862.xml	92	NA	92	NA	16
PRD000032;PRIDE_Exp_Complete_Ac_2863.xml	99	NA	99	NA	21
PRD000032;PRIDE_Exp_Complete_Ac_2864.xml	114	NA	114	NA	29
PRD000032;PRIDE_Exp_Complete_Ac_2865.xml	83	NA	83	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2866.xml	113	NA	113	NA	17
PRD000032;PRIDE_Exp_Complete_Ac_2867.xml	122	NA	122	NA	22
PRD000032;PRIDE_Exp_Complete_Ac_2868.xml	73	NA	73	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2869.xml	94	NA	94	NA	7
PRD000032;PRIDE_Exp_Complete_Ac_2870.xml	102	4	98	NA	25
PRD000032;PRIDE_Exp_Complete_Ac_2871.xml	113	NA	113	NA	9
PRD000032;PRIDE_Exp_Complete_Ac_2872.xml	121	NA	121	NA	22
PRD000032;PRIDE_Exp_Complete_Ac_2873.xml	81	NA	81	NA	11
PRD000032;PRIDE_Exp_Complete_Ac_2874.xml	104	NA	104	NA	21
PRD000032;PRIDE_Exp_Complete_Ac_2875.xml	99	NA	99	NA	16
PRD000032;PRIDE_Exp_Complete_Ac_2876.xml	190	NA	190	NA	25
PRD000032;PRIDE_Exp_Complete_Ac_2877.xml	73	NA	73	NA	11
PRD000032;PRIDE_Exp_Complete_Ac_2878.xml	84	NA	84	NA	13
PRD000032;PRIDE_Exp_Complete_Ac_2879.xml	82	NA	82	NA	18
PRD000032;PRIDE_Exp_Complete_Ac_2880.xml	184	NA	184	NA	43
PRD000032;PRIDE_Exp_Complete_Ac_2881.xml	118	NA	118	NA	12
PRD000032;PRIDE_Exp_Complete_Ac_2882.xml	60	NA	60	NA	5
PRD000032;PRIDE_Exp_Complete_Ac_2883.xml	444	444	NA	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2884.xml	544	542	2	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2885.xml	524	524	NA	136	NA
PRD000032;PRIDE_Exp_Complete_Ac_2886.xml	697	697	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2887.xml	745	744	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2888.xml	462	460	2	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2889.xml	460	460	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2890.xml	482	482	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2891.xml	361	360	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2892.xml	464	464	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2893.xml	506	505	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2894.xml	537	537	NA	129	NA
PRD000032;PRIDE_Exp_Complete_Ac_2895.xml	465	463	2	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2896.xml	576	575	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2897.xml	535	535	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2898.xml	447	446	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2899.xml	505	504	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2900.xml	504	504	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2901.xml	320	320	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2902.xml	397	348	49	3	1
PRD000032;PRIDE_Exp_Complete_Ac_2903.xml	416	347	69	3	4
PRD000032;PRIDE_Exp_Complete_Ac_2904.xml	410	338	72	93	3
PRD000032;PRIDE_Exp_Complete_Ac_2905.xml	558	442	116	1	1
PRD000032;PRIDE_Exp_Complete_Ac_2906.xml	555	473	82	1	3
PRD000032;PRIDE_Exp_Complete_Ac_2907.xml	402	353	49	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2908.xml	418	370	48	2	1
PRD000032;PRIDE_Exp_Complete_Ac_2909.xml	409	333	76	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2910.xml	225	190	35	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2911.xml	459	459	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2912.xml	481	480	1	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2913.xml	479	479	NA	149	NA
PRD000032;PRIDE_Exp_Complete_Ac_2914.xml	821	819	2	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2915.xml	439	439	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2916.xml	677	676	1	NA	1
PRD000032;PRIDE_Exp_Complete_Ac_2917.xml	453	453	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2918.xml	532	532	NA	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2919.xml	407	407	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2920.xml	543	543	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2921.xml	490	489	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2922.xml	549	549	NA	210	NA
PRD000032;PRIDE_Exp_Complete_Ac_2923.xml	565	565	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2924.xml	663	663	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2925.xml	428	428	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2926.xml	445	444	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2927.xml	490	490	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2928.xml	153	153	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2929.xml	536	536	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2930.xml	493	492	1	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2931.xml	492	492	NA	206	NA
PRD000032;PRIDE_Exp_Complete_Ac_2932.xml	491	491	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2933.xml	648	648	NA	8	NA
PRD000032;PRIDE_Exp_Complete_Ac_2934.xml	434	433	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2935.xml	448	448	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2936.xml	486	486	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2937.xml	96	96	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2938.xml	620	620	NA	7	NA
PRD000032;PRIDE_Exp_Complete_Ac_2939.xml	559	559	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2940.xml	565	565	NA	292	NA
PRD000032;PRIDE_Exp_Complete_Ac_2941.xml	541	541	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2942.xml	584	584	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2943.xml	534	534	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2944.xml	531	530	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2945.xml	539	539	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2946.xml	658	658	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2947.xml	214	214	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2948.xml	590	590	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2949.xml	507	506	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2950.xml	537	537	NA	250	NA
PRD000032;PRIDE_Exp_Complete_Ac_2951.xml	473	471	2	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2952.xml	482	482	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2953.xml	650	649	1	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_2954.xml	452	451	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2955.xml	555	554	1	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_2956.xml	486	486	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2957.xml	301	301	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2958.xml	384	378	6	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_2959.xml	483	481	2	132	NA
PRD000032;PRIDE_Exp_Complete_Ac_2960.xml	422	416	6	2	1
PRD000032;PRIDE_Exp_Complete_Ac_2961.xml	408	406	2	1	2
PRD000032;PRIDE_Exp_Complete_Ac_2962.xml	415	409	6	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2963.xml	477	475	2	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2964.xml	128	128	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2965.xml	456	NA	456	NA	21
PRD000032;PRIDE_Exp_Complete_Ac_2966.xml	602	NA	602	NA	28
PRD000032;PRIDE_Exp_Complete_Ac_2967.xml	475	NA	475	NA	17
PRD000032;PRIDE_Exp_Complete_Ac_2968.xml	421	1	420	NA	17
PRD000032;PRIDE_Exp_Complete_Ac_2969.xml	170	NA	170	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_2970.xml	548	548	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2971.xml	581	580	1	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2972.xml	615	615	NA	291	NA
PRD000032;PRIDE_Exp_Complete_Ac_2973.xml	708	706	2	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_2974.xml	579	579	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2975.xml	752	751	1	8	1
PRD000032;PRIDE_Exp_Complete_Ac_2976.xml	539	538	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2977.xml	648	647	1	6	NA
PRD000032;PRIDE_Exp_Complete_Ac_2978.xml	582	582	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2979.xml	444	443	1	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2980.xml	623	621	2	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2981.xml	783	783	NA	236	NA
PRD000032;PRIDE_Exp_Complete_Ac_2982.xml	578	578	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2983.xml	585	585	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2984.xml	711	711	NA	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_2985.xml	514	512	2	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2986.xml	612	612	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2987.xml	344	344	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_2988.xml	489	489	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2989.xml	538	535	3	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_2990.xml	692	692	NA	268	NA
PRD000032;PRIDE_Exp_Complete_Ac_2991.xml	482	481	1	2	1
PRD000032;PRIDE_Exp_Complete_Ac_2992.xml	494	494	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2993.xml	574	574	NA	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_2994.xml	483	483	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2995.xml	550	550	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2996.xml	538	538	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2997.xml	378	378	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2998.xml	486	485	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_2999.xml	564	564	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3000.xml	688	688	NA	229	NA
PRD000032;PRIDE_Exp_Complete_Ac_3001.xml	545	543	2	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3002.xml	512	511	1	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_3003.xml	592	592	NA	9	NA
PRD000032;PRIDE_Exp_Complete_Ac_3004.xml	524	521	3	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3005.xml	534	534	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_3006.xml	574	572	2	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3007.xml	363	362	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3008.xml	422	265	157	4	4
PRD000032;PRIDE_Exp_Complete_Ac_3009.xml	457	285	172	91	3
PRD000032;PRIDE_Exp_Complete_Ac_3010.xml	709	401	308	NA	10
PRD000032;PRIDE_Exp_Complete_Ac_3011.xml	492	332	160	1	6
PRD000032;PRIDE_Exp_Complete_Ac_3012.xml	463	311	152	1	5
PRD000032;PRIDE_Exp_Complete_Ac_3013.xml	505	322	183	NA	8
PRD000032;PRIDE_Exp_Complete_Ac_3014.xml	214	141	73	1	5
PRD000032;PRIDE_Exp_Complete_Ac_3015.xml	443	NA	443	NA	26
PRD000032;PRIDE_Exp_Complete_Ac_3016.xml	481	NA	481	NA	20
PRD000032;PRIDE_Exp_Complete_Ac_3017.xml	700	1	699	NA	41
PRD000032;PRIDE_Exp_Complete_Ac_3018.xml	521	NA	521	NA	25
PRD000032;PRIDE_Exp_Complete_Ac_3019.xml	490	NA	490	NA	25
PRD000032;PRIDE_Exp_Complete_Ac_3020.xml	481	2	479	NA	18
PRD000032;PRIDE_Exp_Complete_Ac_3021.xml	260	NA	260	NA	13
PRD000032;PRIDE_Exp_Complete_Ac_3022.xml	429	423	6	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_3023.xml	495	495	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_3024.xml	462	462	NA	107	NA
PRD000032;PRIDE_Exp_Complete_Ac_3025.xml	657	656	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_3026.xml	564	563	1	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3027.xml	399	399	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3028.xml	414	414	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3029.xml	483	483	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3030.xml	209	209	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3031.xml	478	474	4	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_3032.xml	499	499	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_3033.xml	518	518	NA	124	NA
PRD000032;PRIDE_Exp_Complete_Ac_3034.xml	657	657	NA	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_3035.xml	449	448	1	1	1
PRD000032;PRIDE_Exp_Complete_Ac_3036.xml	521	520	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3037.xml	428	428	NA	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_3038.xml	557	556	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3039.xml	300	300	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3040.xml	448	448	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3041.xml	514	512	2	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3042.xml	503	503	NA	117	NA
PRD000032;PRIDE_Exp_Complete_Ac_3043.xml	620	619	1	4	NA
PRD000032;PRIDE_Exp_Complete_Ac_3044.xml	478	478	NA	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_3045.xml	592	592	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3046.xml	456	455	1	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3047.xml	535	535	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3048.xml	413	412	1	2	NA
PRD000032;PRIDE_Exp_Complete_Ac_3049.xml	447	440	7	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3050.xml	519	519	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3051.xml	561	561	NA	180	NA
PRD000032;PRIDE_Exp_Complete_Ac_3052.xml	726	725	1	3	NA
PRD000032;PRIDE_Exp_Complete_Ac_3053.xml	651	650	1	7	1
PRD000032;PRIDE_Exp_Complete_Ac_3054.xml	485	485	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3055.xml	465	465	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3056.xml	508	508	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3057.xml	339	339	NA	NA	NA
PRD000032;PRIDE_Exp_Complete_Ac_3058.xml	566	563	3	5	NA
PRD000032;PRIDE_Exp_Complete_Ac_3059.xml	552	552	NA	1	NA
PRD000032;PRIDE_Exp_Complete_Ac_3060.xml	562	561	1	233	NA
